gene	target	gene_short_name	cdsName	padj	log2FoldChange	evalue	bits
TRINITY_DN2973_c0_g1	NV2.22664	wnt11	secreted Wnt11	1.218691963134024e-35	2.543623830610836	2.67e-70	245
TRINITY_DN1811_c0_g1	NV2.14467	vatc-like	-	1.3751121744072962e-35	-1.9220677692219845	1.0499999999999999e-162	514
TRINITY_DN2313_c0_g1	NV2.9976	tbc15-like-1	-	1.448679224936796e-35	-2.037584632364318	6.539999999999999e-167	543
TRINITY_DN1999_c0_g1	NV2.4583	pgfs-like-3	-	1.448918885010249e-35	-1.9257992431228317	1.87e-32	138
TRINITY_DN3489_c0_g1	NA	NA	NA	1.448918885010249e-35	2.0513033403279155	NA	NA
TRINITY_DN6795_c0_g1	NV2.6174	acsl1-like	-	1.6799259940304147e-35	2.0112731390388254	3.39e-209	665
TRINITY_DN171_c0_g1	NA	NA	NA	2.2168301652341336e-35	3.618194518489297	NA	NA
TRINITY_DN6016_c0_g1	NV2.8746	chm2b-like	-	2.5122673697947896e-35	-1.8150897995643474	5.940000000000001e-70	237
TRINITY_DN733_c0_g1	NV2.14916	tmed5-like	-	2.5122673697947896e-35	-2.5245559421863866	1.04e-14	76
TRINITY_DN7811_c0_g1	NV2.19778	phnw-like	-	2.5315284712244874e-35	-1.911641088023449	1.0299999999999998e-153	490
TRINITY_DN2140_c0_g1	NV2.12525	aox-like	-	2.619141961837538e-35	-2.0578580511144735	1.5000000000000001e-117	380
TRINITY_DN14784_c0_g2	NV2.8024	myhc-st	myhc-st	2.9575519703100204e-35	2.479732646653223	3.28e-88	315
TRINITY_DN4055_c0_g1	NV2.15438	kisha-like	-	2.980869609099159e-35	-2.3596321093879586	4.06e-11	60
TRINITY_DN2750_c0_g3	NV2.3231	f1142-like	-	7.378530616793485e-35	-2.348333160747548	2.4999999999999996e-47	186
TRINITY_DN961_c1_g1	NV2.10040	nv2.10040	-	7.742847717473515e-35	-8.641819420117537	9.879999999999999e-37	144
TRINITY_DN6604_c0_g1	NV2.11972	ddr2-like-3	-	8.965883536199126e-35	2.4288821955479	3.65e-36	150
TRINITY_DN5289_c0_g1	NV2.17536	adam9-like	-	9.044201480723606e-35	1.7677500959696901	0	1524
TRINITY_DN1745_c0_g1	NV2.17945	ipo7-like	-	9.69646152878153e-35	-1.900245439183777	1.6e-305	968
TRINITY_DN8340_c0_g1	NA	NA	NA	1.088215213098186e-34	1.9421298179183586	NA	NA
TRINITY_DN1086_c0_g2	NV2.22271	tnr16-like-2	-	1.4803001125736757e-34	-3.009547336464053	3.47e-10	63
TRINITY_DN333_c0_g1	NA	NA	NA	1.7060944373271907e-34	-2.2270644736089378	NA	NA
TRINITY_DN4918_c0_g2	NV2.17090	dlgp5-like	-	1.7942539855056278e-34	4.596166995846587	2.39e-22	107
TRINITY_DN4265_c1_g1	NV2.17413	nv2.17413	-	1.9905253279658835e-34	-2.808181665555216	1.17e-7	56
TRINITY_DN1533_c0_g1	NV2.16432	ncah-like	-	2.4193510421139e-34	-2.020081110723655	1.54e-104	335
TRINITY_DN6994_c0_g1	NV2.20565	bub1-like	-	2.427497590826846e-34	3.7833253466490793	6.1e-28	127
TRINITY_DN299_c2_g1	NV2.19913	scyl1-like	-	2.590549565956508e-34	-1.625233581897898	5.069999999999998e-235	750
TRINITY_DN6512_c0_g1	NV2.22756	ace-like-1	-	2.6015714360474515e-34	4.886429744266625	4.2e-135	446
TRINITY_DN10536_c0_g2	NV2.23886	tsp3-like	-	3.396209222887905e-34	2.537662426803562	6.329999999999999e-165	546
TRINITY_DN7025_c0_g1	NV2.1592	smc2-like	-	3.603665444363422e-34	3.1534260352547467	7.969999999999999e-215	704
TRINITY_DN1927_c1_g1	NV2.1242	nfix-like	-	5.016577112276724e-34	-2.861533799006582	3.6300000000000002e-75	269
TRINITY_DN3979_c0_g1	NV2.8369	parp4-like-1	-	6.891434604633305e-34	-1.9804470147267412	1.6599999999999998e-193	663
TRINITY_DN4786_c0_g1	NA	NA	NA	8.578795477544133e-34	5.767858446647551	NA	NA
TRINITY_DN10_c0_g1	NV2.24608	cp3ao-like-5	-	8.602768597985196e-34	-2.295022829671152	1.31e-113	379
TRINITY_DN2073_c0_g1	NV2.14898	gfpt1-like	-	8.86945242175256e-34	-1.847642738124138	4.59e-298	923
TRINITY_DN1115_c1_g1	NV2.20720	sywc-like	-	8.955448526056893e-34	-2.0872440915208563	3.4800000000000003e-192	602
TRINITY_DN6230_c0_g1	NV2.4066	cadn-like-2	-	9.15385359534869e-34	2.3324384665496622	1.16e-60	218
TRINITY_DN5395_c0_g1	NA	NA	NA	9.23539739307372e-34	2.735004864325173	NA	NA
TRINITY_DN2653_c0_g1	NA	NA	NA	9.698044252321615e-34	4.437389254212965	NA	NA
TRINITY_DN1951_c0_g1	NV2.25472	csup-like	-	1.5975163408827363e-33	-1.734464437181654	7.56e-65	235
TRINITY_DN46167_c0_g1	NV2.13341	nv2.13341	-	1.852388235660952e-33	2.922828576893191	3.53e-9	61
TRINITY_DN581_c0_g1	NV2.17732	rbp2a-like	-	1.943090228141801e-33	2.0291134214577546	4.2e-19	93
TRINITY_DN3084_c0_g1	NV2.9785	cdk1-like	-	2.0255175797266773e-33	4.323022609338719	1.0199999999999999e-134	429
TRINITY_DN19037_c0_g1	NV2.17282	tad2a-like	-	2.1279964894844625e-33	-1.9386887423852688	4.98e-115	379
TRINITY_DN2284_c1_g1	NV2.11546	top2b-like	-	2.3391277548947688e-33	1.9681925015096409	2.5499999999999996e-237	785
TRINITY_DN3179_c0_g1	NV2.17009	pa23-like	-	2.5100918166128888e-33	3.737943784237636	1.01e-9	63
TRINITY_DN6713_c0_g1	NV2.3555	nv2.3555	-	2.5670914350682513e-33	3.6064454688507297	3.27e-36	154
TRINITY_DN6342_c0_g1	NV2.15710	nv2.15710	-	3.15766673450279e-33	4.84145359612063	4.409999999999999e-174	567
TRINITY_DN6355_c0_g1	NA	NA	NA	4.121036753237401e-33	1.9746360661796198	NA	NA
TRINITY_DN4312_c0_g1	NV2.17740	cd151-like-1	-	4.3577026953769895e-33	-1.5991778537093697	3.82e-62	217
TRINITY_DN663_c0_g1	NV2.2091	nsf-like	-	5.7651665410194245e-33	-1.6664562110284897	1.56e-262	822
TRINITY_DN7349_c0_g1	NV2.23451	lin41-like-8	-	6.049495114295617e-33	3.6757275336839625	4.37e-305	962
TRINITY_DN9566_c1_g1	NV2.9315	ima1-like	-	6.328168787293957e-33	3.4268513834723224	3.1e-149	485
TRINITY_DN1654_c0_g1	NV2.11824	nv2.11824	-	7.5999163282698e-33	4.768278314832983	7.78e-28	125
TRINITY_DN2020_c0_g1	NV2.17185	zif1-like	-	7.946326083660578e-33	-2.3376762507670072	8.39e-78	276
TRINITY_DN249_c0_g1	NV2.21238	hyou1-like	-	8.191773851762093e-33	-1.6896565372947168	1.56e-256	819
TRINITY_DN7092_c0_g1	NV2.23317	stml2-like	-	8.251883446863373e-33	-1.9744559499434247	5.16e-124	403
TRINITY_DN3246_c0_g1	NV2.14040	thyg-like-2	-	8.939590844480023e-33	4.081222284295407	9.02e-4	44
TRINITY_DN865_c2_g1	NV2.17938	spdef-like	SAM pointed domain-containing ets transcription factor-like protein	9.151254037655467e-33	-4.195901889634899	5.4e-14	79
TRINITY_DN3400_c0_g1	NV2.88	ats9-like	-	1.0744396004320281e-32	3.1505821720757954	0	1058
TRINITY_DN4011_c1_g1	NV2.3447	rir1-like	-	1.1703072975040105e-32	2.356187852031313	0	1223
TRINITY_DN2894_c0_g1	NV2.14356	nas6-like-3	-	1.1881611990663241e-32	1.8191813576015787	1.16e-5	51
TRINITY_DN3572_c0_g1	NV2.16402	soxc	-	1.4406722461598974e-32	2.252214202252151	4.0999999999999995e-54	196
TRINITY_DN62_c0_g1	NA	NA	NA	1.7920776663303582e-32	3.6833781818707245	NA	NA
TRINITY_DN7896_c0_g1	NV2.21578	cut6-like	-	1.7920776663303582e-32	4.358148757303716	3.61e-24	111
TRINITY_DN477_c0_g1	NV2.3019	optn-like	-	2.1437346217654055e-32	-1.6120942128059108	2.5e-13	78
TRINITY_DN9951_c0_g1	NV2.8853	ki20a-like	-	2.2911182178612746e-32	4.491417892151692	1.35e-204	694
TRINITY_DN46416_c0_g1	NV2.3642	tm165-like	-	2.328127656546667e-32	-2.1129352801066874	8.88e-90	301
TRINITY_DN2625_c0_g2	NV2.453	acha7-like-9	-	2.3537737438309274e-32	-2.8922733419920936	9.84e-37	145
TRINITY_DN568_c0_g1	NV2.25103	dus14-like	-	2.3643829721794886e-32	3.595783514243125	1.11e-30	125
TRINITY_DN2185_c0_g1	NV2.1227	gmpba-like	-	2.897131826135338e-32	-1.8049831757374046	1.5299999999999998e-177	556
TRINITY_DN6712_c0_g1	NV2.17062	endub-like	-	3.1193422365700927e-32	-1.8905961846763069	2.79e-83	281
TRINITY_DN3187_c0_g1	NV2.7614	atf4	-	3.2138145533355136e-32	-2.2303867405716438	3.88e-11	68
TRINITY_DN458_c0_g1	NV2.509	sort-like	-	3.32007069266961e-32	-1.9924271812279815	4.5e-181	591
TRINITY_DN2499_c0_g1	NV2.5231	cyld-like	-	4.578639794747424e-32	-1.8268588685958334	1.5399999999999997e-118	410
TRINITY_DN5885_c0_g1	NV2.23547	nuf2a-like	-	4.8994000976511447e-32	3.3784431181216132	4.68e-15	81
TRINITY_DN1660_c0_g1	NV2.23275	ats19-like	-	4.9195499642941913e-32	1.844663580076275	4.27e-209	689
TRINITY_DN11758_c0_g1	NV2.10639	nv2.10639	-	4.945256920166466e-32	2.804031706482101	9.519999999999998e-72	247
TRINITY_DN496_c0_g1	NV2.6121	rn217-like	-	5.1886895232850175e-32	-2.2817551354813954	3.31e-62	228
TRINITY_DN4329_c0_g1	NV2.25193	fbln1-like	-	6.933412319083626e-32	-2.6108694863735282	1.0099999999999998e-152	541
TRINITY_DN6217_c0_g1	NA	NA	NA	7.172611601970855e-32	3.611701123352873	NA	NA
TRINITY_DN15160_c0_g2	NV2.18073	gapr1-like-33	-	7.693526132784972e-32	2.469677321882521	1.51e-31	126
TRINITY_DN9862_c0_g1	NA	NA	NA	7.718496656193243e-32	2.865696943042566	NA	NA
TRINITY_DN7237_c0_g4	NV2.22153	fbn3-like-1	-	7.926514699556371e-32	-2.8836981757136084	2.9799999999999997e-56	207
TRINITY_DN3826_c0_g1	NV2.19727	cah2-like-1	-	8.210001846071251e-32	3.697602867015574	3.9199999999999995e-34	143
TRINITY_DN7010_c0_g1	NV2.20097	nac1-like-1	-	1.1624376465811326e-31	2.0266259375982156	2.41e-305	975
TRINITY_DN6954_c0_g1	NV2.4041	nas13-like-7	-	1.2568909464945213e-31	6.6929941374084905	1.5899999999999998e-56	213
TRINITY_DN1321_c0_g1	NA	NA	NA	1.2678529358357605e-31	-2.677157263163734	NA	NA
TRINITY_DN2154_c0_g1	NV2.7985	hgs-like	-	1.3046000465311794e-31	-1.6402320573512508	7.439999999999999e-156	522
TRINITY_DN91553_c0_g1	NA	NA	NA	1.5430968975867436e-31	2.442279955338815	NA	NA
TRINITY_DN96_c2_g1	NV2.18839	ryar-like-12	-	1.7642537674617154e-31	-5.26737079724897	7.670000000000001e-21	98
TRINITY_DN677_c0_g1	NA	NA	NA	1.8029782430065411e-31	2.975565440839335	NA	NA
TRINITY_DN1677_c0_g1	NV2.16746	speb-like	-	3.6099083357995725e-31	-1.9497879601756742	6.639999999999999e-135	432
TRINITY_DN4197_c0_g1	NV2.18745	asi1b-like-1	-	3.8497997373508655e-31	2.442816588043095	6.58e-103	346
TRINITY_DN2159_c0_g1	NV2.23110	agm1-like	-	3.9852624654561595e-31	-2.030676231126251	1.1699999999999998e-195	619
TRINITY_DN2029_c0_g1	NV2.22520	bcal2-like	-	4.015288518905984e-31	2.669742687887537	3.4199999999999996e-94	310
TRINITY_DN3265_c0_g1	NV2.23469	cope-like	-	4.135265772153728e-31	-2.062824991177703	2.9299999999999998e-142	451
TRINITY_DN1041_c0_g1	NV2.15541	sdcb1-like	-	4.986885187899084e-31	-1.6155326930555183	8.219999999999999e-110	358
TRINITY_DN3458_c0_g1	NV2.6098	pdia6-like	-	5.0113453736392265e-31	-1.8256992744956448	9.099999999999998e-182	572
TRINITY_DN6860_c0_g1	NV2.17983	rnf44-like	-	5.483437431182043e-31	4.041923844130329	3.6899999999999996e-23	104
TRINITY_DN396_c1_g1	NA	NA	NA	5.772684821206364e-31	-2.2278024775608576	NA	NA
TRINITY_DN259_c0_g3	NA	NA	NA	8.251839261512141e-31	2.3357408392097954	NA	NA
TRINITY_DN96840_c0_g1	NA	NA	NA	8.622405432966808e-31	-3.6656114382054135	NA	NA
TRINITY_DN432_c0_g1	NV2.24192	lsd2-like	-	9.403785826508866e-31	-2.369950294843705	7.36e-69	244
TRINITY_DN503_c1_g1	NV2.14777	sqor-like	-	1.4242371469051675e-30	-1.8542218398421464	6.759999999999999e-153	490
TRINITY_DN18_c1_g1	NV2.14975	mfgm-like-22	-	1.4812519775584078e-30	2.6278056507559073	1.24e-34	144
TRINITY_DN6826_c0_g1	NV2.15808	eva1c-like-1	-	1.5199608379856488e-30	6.678483411615985	3.52e-20	97
TRINITY_DN2843_c0_g1	NA	NA	NA	1.88238395990076e-30	1.8566291262297354	NA	NA
TRINITY_DN955_c0_g1	NV2.11420	cofa1-like	-	2.0580674975691335e-30	2.609622798199352	1.99e-77	288
TRINITY_DN6146_c0_g1	NV2.15829	s14l2-like	-	2.1478328971264177e-30	1.8985007744694726	1.0599999999999998e-107	353
TRINITY_DN7517_c0_g1	NV2.25355	aspm-like	-	2.423362271101588e-30	4.1697383192047335	0	1360
TRINITY_DN511_c0_g1	NV2.21484	aces-like-1	-	2.430488631483022e-30	-2.199333957614829	5.49e-92	318
TRINITY_DN1892_c0_g1	NA	NA	NA	2.8274435395682947e-30	-2.2037204469741476	NA	NA
TRINITY_DN717_c0_g1	NV2.10972	glym-like	-	2.9387524088136463e-30	-2.199255981022548	1.67e-220	687
TRINITY_DN819_c0_g1	NV2.17898	vlpe-like	-	3.038587750602927e-30	-2.111502279493327	1.17e-40	156
TRINITY_DN5662_c0_g1	NV2.16574	mep1b-like-4	-	3.1398450167952988e-30	-2.682499417976862	5.83e-54	200
TRINITY_DN5910_c0_g1	NV2.12221	vwde-like-3	-	3.264654714443645e-30	2.863955165933899	8.73e-67	244
TRINITY_DN4288_c0_g1	NA	NA	NA	3.276183914227178e-30	4.424445333191445	NA	NA
TRINITY_DN4863_c0_g1	NV2.12897	jun-like	-	4.0071911230445555e-30	4.484390872514235	9.099999999999999e-35	143
TRINITY_DN3334_c0_g1	NV2.23138	lonm-like	-	4.330538753054286e-30	-1.8863311898093458	0	1167
TRINITY_DN4234_c0_g1	NV2.6565	ghitm-like	-	4.330538753054286e-30	-1.6635104574657975	4.7e-124	400
TRINITY_DN1126_c1_g1	NV2.5529	zn395-like	-	5.0091550864555866e-30	-6.653916669365505	1.28e-17	88
TRINITY_DN7818_c0_g1	NV2.13500	nv2.13500	-	9.104541513109805e-30	3.2392266395697824	1.22e-59	232
TRINITY_DN5432_c0_g1	NV2.8355	notum	-	1.0735214992717949e-29	2.269719002098875	2.77e-81	279
TRINITY_DN1664_c0_g2	NV2.13803	ser2-like	-	1.2064846010123328e-29	2.7375673607142006	1.2099999999999999e-24	113
TRINITY_DN1624_c0_g1	NA	NA	NA	1.2122441154387392e-29	-1.8948088131332257	NA	NA
TRINITY_DN6196_c1_g1	NA	NA	NA	1.2122441154387392e-29	-2.123736048735453	NA	NA
TRINITY_DN19589_c0_g1	NV2.16902	gria1-like	-	1.2426135343484445e-29	2.9549815188410196	1.1499999999999998e-106	374
TRINITY_DN772_c0_g3	NV2.12620	fbn2-like	-	1.2771011309904394e-29	-2.8848056608118404	7.94e-11	67
TRINITY_DN2205_c0_g2	NV2.5269	nrf6-like-2	-	1.296622690897912e-29	-1.7880276877813404	1.4899999999999999e-146	485
TRINITY_DN1136_c1_g2	NV2.22684	nv2.22684	-	1.3852099522488713e-29	2.5274008210808456	4.2199999999999995e-184	591
TRINITY_DN1397_c0_g1	NV2.21613	fstl1-like-1	follistatin-like	1.6264819031787496e-29	2.0234924575882096	1.64e-63	224
TRINITY_DN1213_c0_g1	NV2.4506	cop2-like	-	1.99441040468223e-29	-2.291859521110526	1.46e-10	64
TRINITY_DN6738_c0_g1	NA	NA	NA	2.230618613044175e-29	3.5710372287699577	NA	NA
TRINITY_DN14079_c0_g1	NV2.10193	ashd	-	2.381093380719945e-29	3.2548352313746958	1.72e-7	55
TRINITY_DN1587_c0_g3	NA	NA	NA	2.49317195198651e-29	-4.645543096106238	NA	NA
TRINITY_DN4073_c0_g1	NV2.3879	frem2-like-5	-	3.1195187516576525e-29	2.856724001305478	1.0500000000000001e-123	443
TRINITY_DN13012_c0_g2	NV2.15888	nv2.15888	-	3.1676727399192653e-29	3.3985770459105082	3.13e-8	59
TRINITY_DN267_c1_g4	NA	NA	NA	3.561214757007312e-29	-4.782675890237285	NA	NA
TRINITY_DN4486_c0_g1	NV2.16293	calu-like	-	4.4488037896293784e-29	-1.7426750033218055	1.2e-18	92
TRINITY_DN5117_c0_g1	NV2.2652	opsd2-like-2	-	4.7035692816012547e-29	2.6663491034721454	2.7899999999999997e-87	293
TRINITY_DN5202_c0_g1	NV2.1276	map2-like	-	4.7035692816012547e-29	3.668881848929291	8.9e-6	52
TRINITY_DN13778_c0_g1	NV2.7827	grm4-like	-	4.8373465959713797e-29	3.01079098884327	1.26e-47	190
TRINITY_DN2903_c0_g1	NA	NA	NA	5.768953441830615e-29	1.9207359156961363	NA	NA
TRINITY_DN11244_c0_g2	NV2.7146	gbra3-like-1	-	6.582482269286851e-29	2.8185189842514284	1.29e-63	230
TRINITY_DN3411_c0_g1	NV2.18393	s23ip-like	-	6.7835524728725e-29	-1.447810180803495	1.2299999999999999e-208	677
TRINITY_DN4986_c0_g1	NV2.25701	pgbd2-like	-	6.804534043343646e-29	-1.6398408380097194	0	1063
TRINITY_DN3443_c0_g1	NV2.18562	ach10-like-3	-	7.035769043767741e-29	2.2654276891504463	1.64e-74	277
TRINITY_DN2191_c0_g1	NV2.25166	gp107-like	-	8.522556818623376e-29	-1.8549928438279453	3.0899999999999996e-158	511
TRINITY_DN6258_c0_g1	NV2.4578	anln-like	-	1.24383288019681e-28	3.29327810971613	1.11e-84	310
TRINITY_DN6279_c0_g1	NV2.1851	dcbd2-like	-	1.2467173953848925e-28	3.0676951277177302	1.69e-34	138
TRINITY_DN1066_c0_g1	NA	NA	NA	1.313321131406047e-28	-1.5941863296838332	NA	NA
TRINITY_DN5203_c0_g1	NV2.9863	nv2.9863	-	1.6079469095365587e-28	2.6914673072035753	7.719999999999999e-116	386
TRINITY_DN6607_c0_g1	NV2.6816	cenpe-like	-	1.62620686983212e-28	3.875917625956437	5.83e-69	264
TRINITY_DN2452_c0_g2	NV2.24215	scam2-like	-	1.645281397857094e-28	-1.4161608671430848	5.34e-90	302
TRINITY_DN2982_c0_g1	NV2.4077	wwp2-like	-	1.7413667038064124e-28	1.8318400132143169	3.249999999999999e-144	481
TRINITY_DN1463_c0_g1	NV2.4399	pol-like-3	-	2.08312558377147e-28	-2.564988732552356	0	1574
TRINITY_DN34232_c0_g1	NV2.17561	dnm3a-like	-	2.453678878328912e-28	2.3858454541481366	3.07e-236	751
TRINITY_DN6818_c0_g1	NV2.21572	smc4-like	-	2.5816212706239877e-28	3.1229191985703504	0	1334
TRINITY_DN15639_c0_g1	NV2.10401	ccnd2-like	-	2.6961529005801736e-28	1.414212854479439	2.32e-21	95
TRINITY_DN3884_c0_g1	NV2.25652	edf1-like	-	2.6961529005801736e-28	-1.730936313094205	1.0099999999999999e-56	195
TRINITY_DN98_c0_g1	NA	NA	NA	2.6961529005801736e-28	-2.872997217068359	NA	NA
TRINITY_DN5246_c0_g1	NV2.22676	pgp-like	-	3.3201043340114623e-28	-2.2270733656685615	1.72e-71	246
TRINITY_DN13331_c0_g3	NV2.1618	pol4-like-17	-	3.3216448781339616e-28	-1.9821768243530518	2.6499999999999995e-158	539
TRINITY_DN530_c0_g1	NV2.8024	myhc-st	myhc-st	3.963506939655043e-28	2.033409629772435	0	1980
TRINITY_DN6791_c0_g1	NV2.20992	cat2-like	-	4.416342504438346e-28	-2.813942478287685	4.84e-113	376
TRINITY_DN56899_c0_g1	NV2.25579	wif1-like	-	5.45613645786129e-28	3.0529535571429807	7.09e-50	183
TRINITY_DN1781_c0_g1	NV2.10686	ncol3	minicollagen 3	5.5269475555315985e-28	4.971944838900218	4.14e-5	47
TRINITY_DN3933_c0_g1	NA	NA	NA	5.5269475555315985e-28	2.4433764698890825	NA	NA
TRINITY_DN158_c0_g1	NV2.18807	sycc-like	-	5.555262909235367e-28	-1.6423196304893517	1.04e-305	962
TRINITY_DN1849_c0_g1	NV2.4041	nas13-like-7	-	6.3166140569559275e-28	-1.545180426602925	1.42e-49	183
TRINITY_DN7743_c1_g1	NA	NA	NA	9.710839542342976e-28	-4.073814219959307	NA	NA
TRINITY_DN1396_c0_g1	NV2.3175	sc24c-like	-	1.0778082930816137e-27	-2.005213181445112	0	1152
TRINITY_DN17227_c0_g1	NV2.23135	iqga1-like	-	1.258613988805686e-27	-1.3299477676935323	0	1870
TRINITY_DN4770_c0_g2	NV2.22155	tll1-like-1	-	1.2899532122628198e-27	3.1130061816786077	0	1306
TRINITY_DN4673_c0_g1	NV2.4078	t151a-like-1	-	1.3513469476752383e-27	-3.1454749060548752	1.8e-102	358
TRINITY_DN3631_c0_g2	NA	NA	NA	1.3559189160848973e-27	3.779303573220466	NA	NA
TRINITY_DN5021_c0_g1	NV2.1215	mia40-like-1	-	1.3641634502235284e-27	-2.025754146495724	1.9499999999999998e-42	155
TRINITY_DN7745_c0_g1	NV2.24307	pdi-like	-	1.3681390528326142e-27	4.874398018421414	5.35e-28	126
TRINITY_DN2591_c0_g1	NA	NA	NA	1.473953048308764e-27	-3.5846750810771804	NA	NA
TRINITY_DN7561_c0_g1	NV2.15546	ampn-like	-	1.5630176472934988e-27	3.3002130264487004	1.7599999999999998e-178	591
TRINITY_DN10389_c0_g1	NV2.20475	mmp17-like	-	1.5963454716952058e-27	2.766290471655893	5.6499999999999994e-52	191
TRINITY_DN34874_c0_g1	NV2.4066	cadn-like-2	-	1.659835597167571e-27	2.3368768375340228	2.3799999999999997e-67	239
TRINITY_DN267_c1_g1	NA	NA	NA	1.8970843265178294e-27	-5.263583449541023	NA	NA
TRINITY_DN10360_c0_g1	NV2.7200	tmc7-like-1	-	1.902407326256191e-27	3.761555667007113	1.66e-25	117
TRINITY_DN2203_c0_g1	NV2.14854	nek1-like-1	-	2.1518853690872225e-27	-2.055527380381612	3.61e-120	398
TRINITY_DN504_c1_g1	NV2.14319	dtnb-like	-	2.1593687471060236e-27	-1.3702850269200226	5.16e-173	558
TRINITY_DN45613_c0_g1	NV2.2724	nv2.2724	-	2.4302312336105937e-27	3.7133999800174458	3.67e-36	143
TRINITY_DN14857_c0_g1	NV2.16825	nv2.16825	-	2.5848094245741318e-27	1.9972992093569846	5.87e-12	64
TRINITY_DN1969_c0_g1	NV2.10120	copb-like	-	3.27879611570197e-27	-1.382275307464597	0	1113
TRINITY_DN8629_c0_g1	NV2.8714	acha7-like-14	-	3.482938232634672e-27	-2.0934734484874298	6.82e-68	244
TRINITY_DN2284_c0_g2	NA	NA	NA	4.2543688090916965e-27	-3.4248899428861637	NA	NA
TRINITY_DN298_c0_g1	NV2.11011	pri1-like	-	4.4588552185744815e-27	-3.148261032072359	4.6799999999999994e-160	511
TRINITY_DN32147_c0_g1	NV2.20458	kif3a-like-1	-	4.633482339278074e-27	3.4542509149154315	7.6e-114	406
TRINITY_DN4011_c0_g1	NV2.12024	dickkopf-like	dickopf	5.131946332118701e-27	1.8615871064153002	3.63e-32	128
TRINITY_DN12219_c0_g1	NV2.15000	nv2.15000	-	5.502097187825912e-27	-2.522727918562641	1.0900000000000001e-29	123
TRINITY_DN8149_c0_g1	NV2.931	p4htm-like-10	-	6.157237903663951e-27	4.484799161538082	1.3699999999999997e-107	368
TRINITY_DN1786_c0_g1	NV2.10151	nv2.10151	-	7.957873681347984e-27	3.2242380910105033	3.24e-60	215
TRINITY_DN1900_c0_g3	NV2.792	arf4-like	-	9.091593926418156e-27	-1.7513868529551464	8.49e-95	307
TRINITY_DN1126_c0_g2	NV2.21411	co4a2-like	hypothetical protein	9.302128572675154e-27	2.5216601277437802	0	1170
TRINITY_DN3986_c0_g1	NV2.22259	copd-like	-	9.991405127388162e-27	-1.3624412552376994	3.3e-214	670
TRINITY_DN6047_c0_g1	NV2.18597	trim2-like-3	-	1.0411080132810598e-26	4.25619597339102	1.13e-277	868
TRINITY_DN5657_c0_g1	NV2.10834	nusap-like	-	1.1111384749125764e-26	3.424272270449393	2.21e-6	53
TRINITY_DN4858_c0_g1	NV2.20673	ppm1b-like	-	1.260520512328204e-26	-1.360949852069749	1.8399999999999997e-107	359
TRINITY_DN11812_c1_g2	NV2.12203	gors2-like	-	1.372992235412712e-26	-1.58723883401289	2.91e-115	377
TRINITY_DN5878_c0_g1	NV2.19469	calm-like-11	-	1.4080200872286364e-26	2.9834179819923863	5.55e-5	47
TRINITY_DN2366_c0_g1	NV2.1901	dpoe4-like	-	1.428168738476067e-26	-2.2205279963521103	1.62e-25	105
TRINITY_DN668_c0_g1	NV2.13673	ikkb-like	-	1.428168738476067e-26	-1.8363622782976277	1.83e-104	362
TRINITY_DN449_c0_g1	NV2.23264	groucho2	-	1.5096368762708147e-26	1.5063654524928525	4.4700000000000003e-305	951
TRINITY_DN794_c0_g2	NV2.346	ror2-like-3	-	1.6556114170032315e-26	3.4271104327861255	6.77e-17	89
TRINITY_DN6864_c0_g1	NV2.8728	mppd1-like	-	1.9218284655185007e-26	-1.9931205777456649	2.35e-68	238
TRINITY_DN5578_c0_g2	NV2.3014	dhrsx-like	-	2.2075167295245044e-26	-3.5944660194676135	3.52e-5	51
TRINITY_DN5914_c1_g1	NV2.4067	vwde-like-5	-	2.477273423936654e-26	2.776971668081219	4.459999999999999e-151	535
TRINITY_DN2744_c0_g4	NV2.1144	stk11-like	-	2.6094162773194796e-26	-1.7455498960828053	2.86e-137	442
TRINITY_DN2490_c0_g1	NV2.8517	so4a1-like-6	-	2.611773221038596e-26	1.7890286487119602	6.28e-154	505
TRINITY_DN3740_c0_g1	NV2.8096	tsear-like	-	2.8028198691709897e-26	1.8959196213155245	5.1000000000000006e-73	259
TRINITY_DN8616_c0_g2	NV2.23669	nep11	-	2.980522727059827e-26	-1.7837991968872242	1.99e-85	282
TRINITY_DN3486_c0_g4	NV2.21128	eif1a-like	-	3.381822740455641e-26	-2.326617375523222	3.92e-12	68
TRINITY_DN5764_c0_g1	NV2.17833	sting-like-1	-	3.4463024580701444e-26	-2.921863514345749	1.3199999999999998e-55	201
TRINITY_DN13028_c0_g1	NV2.23572	octb2-like-5	-	3.6625538847118014e-26	3.0495981980581517	1.02e-19	97
TRINITY_DN737_c0_g1	NV2.16880	mmp14-like	-	3.754168682104189e-26	1.880185117091295	2.63e-19	93
TRINITY_DN4724_c0_g1	NV2.5855	trib2-like	-	3.781272464020743e-26	-1.9586580356667085	1.5699999999999998e-116	380
TRINITY_DN3210_c0_g1	NV2.11093	tcf21-like	-	3.8534218622943417e-26	2.398367050236672	7.04e-16	80
TRINITY_DN1288_c0_g1	NV2.22930	fbn2-like-2	-	4.005554230166952e-26	1.7401588472303084	2.11e-278	920
TRINITY_DN10017_c0_g1	NA	NA	NA	4.1577669508667146e-26	4.906567324216731	NA	NA
TRINITY_DN5139_c0_g1	NV2.3074	amt3-like-5	ammonia transporter	4.764903796051942e-26	2.8515267714820216	2.2199999999999995e-166	532
